SITE_ID,VISIT_NO,DATE_COL,LON_DD,LAT_DD,E_I,RT
NLA06608-1488,1,7/31/07,-99.69530507,34.73428918,0.534,0.24
NLA06608-1489,1,8/29/07,-122.5690307,46.98630288,0.43,0.66
NLA06608-1492,1,6/28/07,-85.19021469,39.27166676,0.09,0.21
NLA06608-1496,1,9/6/07,-97.58547265,33.66930447,0.159,0.08
NLA06608-1499,1,8/8/07,-85.4301129,41.24575191,0.227,2.17
NLA06608-1504,1,8/27/07,-90.35313417,36.97055086,0.202,0.21
NLA06608-1508,1,8/20/07,-103.6053539,36.42564729,0.677,0.55
NLA06608-1510,1,8/17/07,-105.0491133,47.82117438,0.196,0.17
NLA06608-1511,1,6/12/07,-98.61521182,45.53504992,0.363,1.22
NLA06608-1515,1,8/29/07,-86.06684183,42.4782951,0.276,0.31
NLA06608-1517,1,8/1/07,-77.39673538,38.54281635,0.111,0.31
NLA06608-1521,1,8/14/07,-111.8535786,42.23317529,0.123,0.18
NLA06608-1524,1,6/12/07,-98.33930518,34.37370438,0.334,0.6
NLA06608-1527,1,8/8/07,-94.94774508,43.45913401,0.47,0.45
NLA06608-1529,1,6/19/07,-118.2702746,40.69367958,0.108,0.56
NLA06608-1532,1,7/24/07,-90.39676778,40.98641214,0.048,0.18
NLA06608-1537,1,7/15/07,-116.6384102,48.1617266,0.02,0.15
NLA06608-1538,1,7/26/07,-78.65197531,39.7038049,0.161,0.95
NLA06608-1544,1,7/25/07,-93.63628619,42.27012122,0.665,1.16
NLA06608-1556,1,8/14/07,-87.18335673,39.00356446,0.102,0.3
NLA06608-1558,1,9/12/07,-68.22649939,44.87906853,0.299,0.52
NLA06608-1560,1,8/21/07,-94.60523041,32.76230788,0.28,0.88
NLA06608-1561,1,6/19/07,-81.07000814,37.67100497,0.102,0.23
NLA06608-1562,1,6/11/07,-110.2208282,42.59773028,0.237,2.04
NLA06608-1564,1,6/26/07,-99.07349782,35.16889537,0.265,0.22
NLA06608-1568,1,7/10/07,-99.56836014,36.53187298,0.058,0.07
NLA06608-1569,1,8/14/07,-81.49933161,27.74198501,0.341,0.48
NLA06608-1572,1,8/20/07,-87.52287716,37.2690553,0.315,0.33
NLA06608-1575,1,7/24/07,-97.78599752,45.18456035,0.81,2.73
NLA06608-1576,1,9/9/07,-93.9527628,38.3067683,0.448,0.64
NLA06608-1577,1,7/19/07,-110.0007541,34.18074648,0.335,2.18
NLA06608-1578,1,8/21/07,-104.9019583,45.18292402,0.414,0.45
NLA06608-1579,1,7/24/07,-85.03064639,41.68840425,0.276,2.91
NLA06608-1586,1,7/10/07,-71.64332202,41.6889871,0.199,0.26
NLA06608-1593,1,8/8/07,-112.4185161,34.58721435,0.211,0.45
NLA06608-1595,1,6/28/07,-105.0386785,40.18092494,0.32,1.49
NLA06608-1596,1,8/20/07,-102.414217,41.75274586,0.713,0.29
NLA06608-1600,1,7/19/07,-109.0848391,48.31132355,0.22,0.89
NLA06608-1602,1,5/30/07,-111.2821257,33.58147205,0.132,0.88
NLA06608-1608,1,8/26/07,-93.38700366,32.40169424,0.032,0.05
NLA06608-1610,1,8/15/07,-109.7887823,45.08626125,0.092,2.65
NLA06608-1617,1,8/8/07,-122.7050326,47.57177224,0.062,0.34
NLA06608-1623,1,7/19/07,-96.811485,30.24052123,0.045,0.04
NLA06608-1626,1,8/8/07,-86.43464751,43.9294318,0.002,0.01
NLA06608-1630,1,7/12/07,-100.125119,28.57555508,0.397,0.66
NLA06608-1631,1,8/8/07,-109.297264,40.76550232,0.332,1.24
NLA06608-1633,1,7/13/07,-112.8818444,44.95420653,0.048,0.7
NLA06608-1637,1,8/28/07,-75.13142213,41.69516992,0.135,0.7
NLA06608-1638,1,8/6/07,-121.8732089,44.37178143,0.267,4.28
NLA06608-1640,1,7/26/07,-92.96597494,38.16675267,0.033,0.26
NLA06608-1641,1,6/19/07,-111.4026965,35.01980463,0.285,1.06
NLA06608-1643,1,7/19/07,-85.52570292,42.47147986,0.628,4.15
NLA06608-1652,1,6/13/07,-87.19195879,36.25057107,0.063,0.11
NLA06608-1654,1,7/9/07,-87.46065203,46.57403434,0.028,0.13
NLA06608-1655,1,6/6/07,-99.20744764,45.27488186,0.543,0.33
NLA06608-1668,1,7/17/07,-83.36502827,35.93942679,0.022,0.04
NLA06608-1672,1,9/5/07,-96.45333515,32.94495679,0.229,0.1
NLA06608-1674,1,7/27/07,-110.8356239,44.54399881,0.77,5.56
NLA06608-1675,1,7/23/07,-106.4529904,40.70732923,0.48,2.81
NLA06608-1679,1,7/15/07,-84.21804073,42.27599914,0.204,0.88
NLA06608-1684,1,6/27/07,-86.7140735,39.72648692,0.066,0.26
NLA06608-1687,1,7/9/07,-97.20984727,44.92879744,0.39,0.84
NLA06608-1690,1,9/10/07,-85.78652164,44.63943331,0.039,0.25
NLA06608-1695,1,9/6/07,-110.4052879,40.80705076,0.085,0.82
NLA06608-1703,1,8/28/07,-98.12948201,44.56839036,0.481,0.61
NLA06608-1704,1,9/5/07,-94.41073448,37.66812885,0.281,0.58
NLA06608-1706,1,9/17/07,-84.77214787,43.8526781,0.127,0.38
NLA06608-1707,1,7/22/07,-85.89436967,41.90886578,0.199,1.88
NLA06608-1711,1,9/4/07,-84.28783121,34.45201248,0.008,0.02
NLA06608-1715,1,9/6/07,-100.6327156,29.17488107,0.001,0
NLA06608-1717,1,9/25/07,-120.2096368,37.66235766,0.133,1.73
NLA06608-1719,1,6/18/07,-99.36144816,45.69469839,0.698,0.45
NLA06608-1723,1,6/20/07,-104.6435242,41.12635244,0.159,0.49
NLA06608-1724,1,8/7/07,-89.74974737,40.6317324,0.135,0.55
NLA06608-1733,1,7/12/07,-81.8367232,28.82529643,0.547,0.27
NLA06608-1735,1,9/11/07,-93.43654813,30.83484459,0.146,0.1
NLA06608-1736,1,8/1/07,-94.63032824,42.48541393,0.492,0.96
NLA06608-1739,1,7/20/07,-105.4935103,39.96491779,0,0.2
NLA06608-1740,1,8/10/07,-93.59341677,38.93960606,0.218,0.52
NLA06608-1741,1,7/9/07,-75.51763692,38.98848369,0.06,0.03
NLA06608-1742,1,7/18/07,-88.57570293,46.61381657,0.423,2.16
NLA06608-1748,1,7/31/07,-106.3934507,39.27108433,0.007,2.19
NLA06608-1753,1,8/22/07,-112.7840699,37.52420141,0.245,0.7
NLA06608-1755,1,8/20/07,-85.65000607,41.22680207,0.182,1.51
NLA06608-1758,1,7/23/07,-88.09978566,47.4572505,0.446,0.27
NLA06608-1771,1,8/28/07,-86.04986016,42.38300259,0.353,1.8
NLA06608-1775,1,8/24/07,-84.27550077,38.71328174,0.291,0.41
NLA06608-1781,1,10/2/07,-122.730427,38.07682398,0.324,1.67
NLA06608-1782,1,9/13/07,-83.79582456,42.51691372,0.302,0.5
NLA06608-1789,1,9/19/07,-78.62336887,40.35385773,0.061,0.15
NLA06608-1791,1,8/8/07,-84.89743874,36.00712806,0.493,1.24
NLA06608-1793,1,7/23/07,-116.5643475,47.52073005,0.047,0.14
NLA06608-1800,1,8/27/07,-94.07719555,32.67017525,0.185,0.15
NLA06608-1802,1,9/12/07,-83.0854123,42.724557,0.166,0.5
NLA06608-1804,1,6/27/07,-97.59469662,35.56351286,0.467,1.58
NLA06608-1808,1,9/13/07,-92.27375111,34.53937366,0.312,0.34
NLA06608-1810,1,7/16/07,-112.0878211,41.37561834,0.209,1.22
NLA06608-1811,1,6/25/07,-99.26440854,45.85043385,0.511,0.63
NLA06608-1812,1,8/27/07,-88.07467739,35.41307522,0.107,0.48
NLA06608-1818,1,7/10/07,-109.5044313,42.92535091,0.053,2.02
NLA06608-1821,1,8/9/07,-76.8537467,39.21641749,0.239,0.11
NLA06608-1824,1,7/25/07,-99.78514802,37.38533354,0.151,0.39
NLA06608-1825,1,9/11/07,-81.65126772,27.94018842,0.611,0.76
NLA06608-1835,1,7/24/07,-84.92309094,41.58028332,0.258,2.54
NLA06608-1836,1,8/13/07,-102.4533862,42.40712576,0.436,0.62
NLA06608-1839,1,9/20/07,-83.65078368,32.48418587,0.069,0.06
NLA06608-1840,1,8/15/07,-89.35469451,38.94599172,0.105,0.45
NLA06608-1851,1,8/21/07,-105.2232407,40.07823959,0.178,0.77
NLA06608-1856,1,7/24/07,-109.75936,48.96606399,0.605,0.36
NLA06608-1857,1,7/25/07,-114.1200149,48.2461517,0.04,1.2
NLA06608-1861,1,8/1/07,-81.49557857,29.45531325,0.512,0.6
NLA06608-1862,1,7/12/07,-119.1737894,41.9306954,0.59,0.3
NLA06608-1863,1,9/7/07,-92.47015483,31.10386776,0.425,0.69
NLA06608-1866,1,7/23/07,-109.2607748,44.78748289,0.157,0.18
NLA06608-1867,1,7/18/07,-85.97905159,41.04149545,0.104,0.18
NLA06608-1868,1,8/15/07,-96.71830238,34.95364916,0.645,1.92
NLA06608-1871,1,7/19/07,-85.8149094,33.32111369,0.134,0.32
NLA06608-1873,1,9/11/07,-123.2647195,47.48799465,0.025,0.64
NLA06608-1874,1,8/14/07,-111.4149738,40.95544299,0.037,0.47
NLA06608-1879,1,8/22/07,-97.15487079,44.53735651,0.575,0.54
NLA06608-1884,1,7/18/07,-91.53532783,41.79161289,0.174,1.03
NLA06608-1893,1,7/12/07,-117.1542995,41.40500676,0.152,0.54
NLA06608-1894,1,8/8/07,-121.7456252,44.02665452,0.001,0.01
NLA06608-1906,1,7/20/07,-71.55317818,41.8621338,0.062,0.1
NLA06608-1908,1,8/7/07,-86.6622935,38.06356571,0.181,0.43
NLA06608-1910,1,7/11/07,-87.80067574,45.87339726,0.406,0.45
NLA06608-1930,1,7/24/07,-111.4734759,44.10051186,0.016,0.05
NLA06608-1936,1,9/13/07,-90.78180772,38.79320182,0.244,0.48
NLA06608-1948,1,8/21/07,-100.645836,42.53347335,0.924,0.53
NLA06608-1953,1,8/25/07,-113.4075253,47.09945654,0.021,0.18
NLA06608-1958,1,8/27/07,-122.4216059,43.66297627,0.013,0.27
NLA06608-1959,1,6/11/07,-98.27345753,45.74264146,0.346,0.24
NLA06608-1960,1,8/23/07,-95.95265017,36.89068214,0.084,0.12
NLA06608-1968,1,8/23/07,-108.1899505,48.13399568,0.455,0.52
NLA06608-1975,1,8/8/07,-95.12645329,43.34114476,0.532,7.57
NLA06608-1985,1,7/21/07,-116.7986927,47.44868765,0.027,0.53
NLA06608-1989,1,8/2/07,-114.8909997,42.20289954,0.043,0.31
NLA06608-1992,1,9/20/07,-96.06121126,32.45275022,0.166,0.16
NLA06608-1998,1,8/6/07,-88.11725533,46.60064001,0.267,0.95
NLA06608-2005,1,7/12/07,-116.1124743,42.29737384,0.207,0.3
NLA06608-2007,1,6/24/07,-97.32017864,45.75699008,0.478,0.55
NLA06608-2010,1,7/19/07,-89.30335606,31.19633242,0.317,0.54
NLA06608-2027,1,6/20/07,-105.6303731,42.23979744,0.073,0.28
NLA06608-2036,1,7/11/07,-93.5509726,41.43839158,0.483,1.31
NLA06608-2037,1,6/14/07,-118.6723206,39.58892136,0.202,0.69
NLA06608-2039,1,8/9/07,-94.8984756,43.10411616,0.786,0.6
NLA06608-2049,1,9/17/07,-115.0345388,48.02025253,0.167,3.2
NLA06608-2056,1,8/22/07,-93.92037248,41.46950026,0.318,0.92
NLA06608-2072,1,8/30/07,-95.80076799,32.25404093,0.183,0.21
NLA06608-2074,1,6/13/07,-84.54449705,30.43252366,0.182,0.18
NLA06608-2076,1,9/12/07,-93.42662016,35.15138649,0.116,0.54
NLA06608-2078,1,8/24/07,-88.08997243,46.25503439,0.638,1.72
NLA06608-2082,1,9/4/07,-122.6008217,42.15139597,0.038,0.38
NLA06608-2086,1,8/29/07,-71.95362413,44.76204445,0.08,0.28
NLA06608-2087,1,7/25/07,-97.41707065,45.55715378,0.776,2.13
NLA06608-2091,1,7/2/07,-86.4904329,32.35269226,0.07,0.16
NLA06608-2092,1,9/15/07,-91.70157522,32.71215655,0.494,0.4
NLA06608-2094,1,7/11/07,-97.08741125,29.09294251,0.11,0.13
NLA06608-2095,1,7/8/07,-109.4410083,42.2494978,0.211,1.67
NLA06608-2103,1,6/13/07,-99.90500153,44.8372406,0.891,1.19
NLA06608-2114,1,7/25/07,-79.23033272,39.68531765,0.09,0.32
NLA06608-2117,1,9/25/07,-81.62199477,28.62097337,0.494,0.22
NLA06608-2120,1,7/25/07,-98.31569017,32.59300712,0.105,0.25
NLA06608-2123,1,8/13/07,-97.1167168,44.32794024,0.49,0.76
NLA06608-2131,1,6/26/07,-99.10161914,45.89624924,0.505,0.68
NLA06608-2134,1,8/1/07,-122.7435687,45.89266323,0.221,0.31
NLA06608-2135,1,8/20/07,-96.47788918,44.70838784,0.737,2.69
NLA06608-2152,1,10/2/07,-93.32597024,37.85925631,0.162,0.46
NLA06608-2154,1,7/23/07,-86.94775581,31.26784195,0.571,0.42
NLA06608-2155,1,7/25/07,-85.02364851,41.627105,0.222,2.43
NLA06608-2162,1,7/9/07,-71.57318015,41.51134268,0.164,1.02
NLA06608-2170,1,8/24/07,-112.4310378,47.30587695,0.926,1.85
NLA06608-2177,1,9/14/07,-114.7318229,48.671943,0.493,5.33
NLA06608-2185,1,7/19/07,-119.5263528,38.66086617,0.129,13.29
NLA06608-2187,1,7/10/07,-87.35441691,33.45373979,0.079,0.37
NLA06608-2193,1,8/22/07,-124.0354961,46.41950629,0.848,0.55
NLA06608-2196,1,8/9/07,-86.46070725,39.29388434,0.187,0.36
NLA06608-2217,1,6/5/07,-111.0896969,34.4202345,0.107,0.48
NLA06608-2219,1,7/10/07,-86.40845658,41.29977616,0.177,0.26
NLA06608-2241,1,9/6/07,-117.3189991,48.15402125,0.028,0.26
NLA06608-2250,1,7/29/07,-110.6285367,44.3017541,0.035,0.82
NLA06608-2253,1,7/12/07,-75.50048849,38.96688176,0.068,0.03
NLA06608-2257,1,8/24/07,-122.7843969,47.40930776,0.195,0.8
NLA06608-2266,1,6/23/07,-106.7589307,44.18421481,0.13,6.76
NLA06608-2267,1,8/6/07,-85.30057505,41.51785892,0.18,0.81
NLA06608-2283,1,7/17/07,-85.78969754,41.28362106,0.122,0.8
NLA06608-2305,1,7/16/07,-116.5279847,48.18443003,0.333,3.33
NLA06608-2322,1,8/23/07,-111.3273337,41.5055322,0.121,1.05
NLA06608-2332,1,8/9/07,-99.30406582,40.03137931,0.236,1.5
NLA06608-2333,1,7/31/07,-75.54742044,38.64382658,0.019,0.01
NLA06608-2345,1,8/16/07,-110.9481455,39.34812677,0.102,5.92
NLA06608-2354,1,7/13/07,-71.45889451,41.70544844,0.143,1.19
NLA06608-2372,1,8/28/07,-109.2028896,36.27424052,0.258,0.63
NLA06608-2379,1,7/31/07,-105.7229345,41.24777405,0.514,2.22
NLA06608-2418,1,7/11/07,-71.4790807,41.55977063,0.059,0.04
NLA06608-2426,1,9/27/07,-110.4842973,47.6347722,0.668,0.58
NLA06608-2429,1,8/14/07,-111.0606041,40.34377825,0.03,0.56
NLA06608-2438,1,9/11/07,-119.5634013,42.06680514,0.796,0.77
NLA06608-2450,1,7/24/07,-124.1790441,43.63164375,0.221,1.43
NLA06608-2453,1,7/10/07,-116.2369826,41.80418482,0.154,0.65
NLA06608-2457,1,8/23/07,-113.0490711,37.43723737,0.241,0.75
NLA06608-2463,1,7/19/07,-110.4849079,40.17547463,0.036,0.4
NLA06608-2477,1,6/26/07,-115.2249025,37.56936135,0.315,0.2
NLA06608-2481,1,8/1/07,-119.3927622,43.98862837,0.107,0.39
NLA06608-2492,1,7/24/07,-89.66897642,34.47617113,0.058,0.14
NLA06608-2497,1,7/17/07,-116.9701212,48.00821961,0.1,0.07
NLA06608-2507,1,7/11/07,-86.05550077,40.07519519,0.017,0.08
NLA06608-2513,1,8/21/07,-122.5619208,47.13285576,0.218,3.32
NLA06608-2523,1,7/31/07,-85.42886396,41.34688657,0.284,0.91
NLA06608-2524,1,9/14/07,-91.220466,31.95537014,0.444,1.21
NLA06608-2565,1,8/22/07,-81.22725223,28.32320111,0.719,0.81
NLA06608-2566,1,7/12/07,-71.79479768,41.37985994,0.292,0.09
NLA06608-2593,1,7/26/07,-81.70713268,28.09210404,0.544,0.72
NLA06608-2629,1,7/10/07,-81.27307172,28.84218233,0.247,0.17
NLA06608-2634,1,7/30/07,-109.5249202,44.94116736,0.087,0.3
NLA06608-2640,1,8/9/07,-100.7051997,40.36170146,0.185,0.78
NLA06608-2644,1,8/20/07,-85.24189644,39.07938034,0.35,0.71
NLA06608-2655,1,8/29/07,-109.1845335,40.72496185,0.723,1.47
NLA06608-2657,1,9/13/07,-81.83272347,28.16663717,0.645,0.23
NLA06608-2663,1,7/10/07,-95.35917721,29.20565727,0.369,0.17
NLA06608-2673,1,9/18/07,-118.6850367,44.30658171,0.139,0.56
NLA06608-2685,1,9/14/07,-110.9547924,40.68363702,0.158,2.09
NLA06608-2696,1,7/26/07,-96.71956089,32.8366626,0.048,0.08
NLA06608-2704,1,9/11/07,-100.1852787,35.8844838,0.818,1.18
NLA06608-2708,1,8/8/07,-86.49533079,39.54217646,0.157,0.39
NLA06608-2714,1,8/11/07,-104.1093535,43.82780189,0.515,2.48
NLA06608-2715,1,8/17/07,-103.61424,41.99075603,0.325,0.57
NLA06608-2726,1,9/12/07,-121.7665432,43.71378677,0.491,6.27
NLA06608-2740,1,8/14/07,-98.90220683,41.29419937,0.206,0.83
NLA06608-2753,1,8/30/07,-117.6889884,47.57068723,0.516,4.22
NLA06608-2759,1,8/30/07,-98.68391282,30.75592819,0.191,0.13
NLA06608-2776,1,10/16/07,-96.95936703,33.49584507,0.349,0.47
NLA06608-2779,1,7/18/07,-85.70517583,41.27976472,0.139,0.99
NLA06608-2797,1,6/28/07,-114.264347,37.90869352,0.12,0.24
NLA06608-2800,1,9/25/07,-112.4771506,47.67808029,0.217,4.05
NLA06608-2801,1,8/1/07,-112.689224,42.08566286,0.133,0.18
NLA06608-2807,1,8/13/07,-97.41861663,31.90669248,0.167,0.91
NLA06608-2823,1,9/5/07,-92.74143447,31.29345058,0.211,0.37
NLA06608-2824,1,8/13/07,-98.66083463,41.76461732,0.02,0.05
NLA06608-2831,1,8/1/07,-85.7918613,34.14749294,0.064,0.19
NLA06608-2833,1,8/15/07,-120.164879,47.91880419,0.159,1.81
NLA06608-2874,1,9/26/07,-111.9632243,46.93083483,0.17,3.76
NLA06608-2881,1,9/21/07,-114.388,48.45509278,0.116,3.86
NLA06608-2889,1,7/18/07,-118.7179736,38.70359768,0.783,21.97
NLA06608-2891,1,7/16/07,-85.98525778,41.23224913,0.197,1.36
NLA06608-2916,1,8/6/07,-87.11602237,38.21295517,0.18,0.28
NLA06608-2924,1,8/1/07,-101.3181565,32.23706223,0.701,2.05
NLA06608-2954,1,7/26/07,-111.6037333,44.02361323,0.324,0.51
NLA06608-2955,1,6/28/07,-86.14384613,33.55680923,0.042,0.08
NLA06608-2972,1,8/19/07,-100.649942,42.45325719,0.639,0.53
NLA06608-2987,1,8/1/07,-86.36950208,41.67863226,0.624,0.45
NLA06608-2996,1,10/18/07,-98.7099336,33.9804795,0.548,0.78
NLA06608-3032,1,10/17/07,-97.25082795,33.8415669,0.396,0.6
NLA06608-3035,1,7/25/07,-85.2868168,41.55099685,0.393,3.82
NLA06608-3083,1,8/6/07,-95.34226168,30.85367701,0.135,0.68
NLA06608-3096,1,9/25/07,-96.14918065,32.11659958,0.296,0.68
NLA06608-3121,1,8/7/07,-116.4623588,44.96452667,0.042,0.1
NLA06608-3147,1,8/21/07,-86.46356279,41.077102,0.084,0.37
NLA06608-3153,1,9/25/07,-122.81678,48.66028929,0.216,4.84
NLA06608-3157,1,7/11/07,-115.7987142,43.54942519,0.06,0.67
NLA06608-3160,1,8/15/07,-96.83981345,41.03691696,0.335,1.01
NLA06608-3169,1,8/21/07,-80.86630109,26.93623169,0.654,0.36
NLA06608-3228,1,10/9/07,-99.68261832,32.57024595,0.223,1.01
NLA06608-3265,1,9/5/07,-117.40861,48.05647979,0.097,1.26
NLA06608-3303,1,10/17/07,-98.37720987,29.24614674,0.585,3.2
NLA06608-3313,1,8/16/07,-111.8362486,42.12319331,0.052,0.11
NLA06608-3320,1,9/17/07,-94.76570179,34.9019537,0.068,0.17
NLA06608-3329,1,7/19/07,-116.824496,48.45741132,0.097,0.19
NLA06608-3480,1,8/14/07,-97.08993955,34.62968086,0.253,0.16
NLA06608-3484,1,8/20/07,-100.6121255,42.62695121,0.779,0.85
NLA06608-3608,1,8/16/07,-97.23610354,41.97536219,0.587,1.29
NLA06608-3616,1,7/30/07,-99.92247803,36.05807999,0.534,1.38
NLA06608-3644,1,8/15/07,-102.5219427,41.78762942,0.626,0.5
NLA06608-3656,1,8/22/07,-99.29106061,42.41646632,0.932,0.52
NLA06608-3660,1,8/23/07,-96.77970247,40.15668653,0.596,0.58
NLA06608-3698,1,7/19/07,-71.68494167,41.89097393,0.13,0.12
NLA06608-3846,1,7/12/07,-71.66573009,41.39410498,0.089,0.68
NLA06608-3890,1,7/11/07,-71.79802709,41.58007689,0.121,1.2
NLA06608-3911,1,9/17/07,-92.4431037,30.53713917,0.458,0.48
NLA06608-4056,1,7/5/07,-98.62856545,36.14305845,0.387,1.1
NLA06608-4064,1,7/31/07,-102.875142,36.84862392,0.457,0.73
NLA06608-4206,1,9/19/07,-97.41304704,35.92127588,0.747,1.28
NLA06608-4252,1,8/23/07,-72.91848548,43.49623503,0.123,1.71
NLA06608-4320,1,9/5/07,-96.85512233,36.74858993,0.095,0.48
NLA06608-4382,1,9/10/07,-97.77308405,34.72903354,0.062,0.08
NLA06608-4413,1,7/18/07,-71.76906052,41.92028511,0.107,0.14
NLA06608-4414,1,8/29/07,-95.16322141,34.8862297,0.153,0.19
NLA06608-4440,1,9/4/07,-97.03497789,36.73591623,0.178,0.6
NLA06608-4472,1,8/7/07,-97.67930222,35.49774222,0.307,0.41
NLA06608-4504,1,6/5/07,-96.04132091,36.81228138,0.088,0.19
NLA06608-4610,1,7/24/07,-96.98139727,34.48858411,0.018,0.06
NLA06608-4643,1,8/21/07,-96.19116581,36.5147867,0.253,0.51
NLA06608-4650,1,9/13/07,-92.44501566,32.71459999,0.081,0.1
NLA06608-4659,1,9/19/07,-98.70752087,35.39706727,0.123,0.19
NLA06608-4686,1,9/12/07,-92.74402455,31.37317275,0.502,0.71
NLA06608-4698,1,9/16/07,-93.48976305,32.09045845,0.72,0.56
NLA06608-4828,1,9/4/07,-97.67551876,34.96590119,0.083,0.06
NLA06608-4929,1,7/17/07,-96.60527506,34.58938281,0.043,0.12
NLA06608-4949,1,8/29/07,-95.55881188,36.07001774,0.003,0.01
NLA06608-9999,1,7/31/07,-71.651789,44.64231,0.137,2.97
NLA06608-ACAD_LAKES_0435,1,8/1/07,-68.268509,44.40788,0.012,0.05
NLA06608-ALPS-1218,1,8/3/07,-67.881905,44.836404,0.334,1.11
NLA06608-ALSC:020149,1,9/11/07,-74.401491,44.348811,0.114,1.06
NLA06608-ELS:1C2-032,1,7/12/07,-71.428103,43.296358,0.105,0.31
NLA06608-ELS:1C3-003,1,8/15/07,-69.927263,45.653548,0.039,0.2
NLA06608-ELS:1D1-035,1,7/25/07,-70.617682,41.848175,0.094,0.18
NLA06608-ELS:1D2-087,1,7/27/07,-72.092123,42.323799,0.257,0.25
NLA06608-ELS:1E1-052,1,8/7/07,-68.209171,45.207071,0.244,2.56
NLA06608-ELS:1E1-096,1,8/9/07,-68.077773,45.219001,0.071,0.25
NLA06608-ELS:1E1-128,1,8/10/07,-68.429254,44.849882,0.13,0.5
NLA06608-ELS:1E2-027,1,8/14/07,-69.889944,45.799297,0.263,5.82
NLA06608-ELS:1E3-002,1,8/7/07,-68.35754,46.375055,0.374,0.51
NLA06608-ELS:1E3-012,1,8/28/07,-68.871133,46.944636,0.028,0.43
NLA06608-ELS:1E3-071,1,8/8/07,-68.594335,46.345672,0.26,0.19
NLA06608-ELS:2B2-008,1,8/21/07,-88.759164,46.994934,0.101,0.93
NLA06608-ELS:2C2-048,1,8/24/07,-88.794652,45.500526,1.036,3.12
NLA06608-ELS:2C3-018,1,8/25/07,-89.552886,46.138603,0.673,2.26
NLA06608-ELS:2D3-008,1,8/10/07,-93.880503,47.122809,0.27,2.4
NLA06608-EMAP:ME011L,1,9/14/07,-69.222522,45.748209,0.065,0.75
NLA06608-EMAP:ME012L,1,8/28/07,-68.89108,46.962321,0.007,1.37
NLA06608-EMAP:ME254L,1,9/5/07,-69.056968,46.353306,0.044,0.69
NLA06608-EMAP:ME263L,1,8/9/07,-67.997826,45.127611,0.15,0.59
NLA06608-EMAP:ME518L,1,8/10/07,-67.922498,45.354469,0.045,1.05
NLA06608-FL:107895579,1,8/1/07,-81.441106,29.080057,0.244,0.1
NLA06608-FL:16674741,1,8/3/07,-81.95812,29.839332,0.097,0.91
NLA06608-FL:18261987,1,8/5/07,-82.409214,30.118409,0.777,0.64
NLA06608-FL:99324403,1,8/4/07,-82.834414,30.211239,0.457,0.87
NLA06608-FL:99344895,1,8/6/07,-82.913722,30.247737,0.438,0.27
NLA06608-IN:646,1,7/31/07,-85.392434,41.56235,0.199,2.86
NLA06608-MI:7007,1,8/1/07,-84.056809,42.398646,0.221,0.79
NLA06608-MN:03-0029,1,8/8/07,-95.181199,47.062841,0.808,3.33
NLA06608-MN:06-0002,1,9/6/07,-96.135669,45.33182,0.752,1.07
NLA06608-MN:11-0102,1,8/11/07,-94.040807,46.928377,0.508,3.98
NLA06608-MN:15-0010,1,8/9/07,-95.21841,47.189468,0.32,6.28
NLA06608-MN:22-0074,1,9/11/07,-94.078777,43.8192,0.586,2.03
NLA06608-MN:49-0140,1,9/24/07,-94.636969,45.813111,0.313,5.13
NLA06608-MN:51-0063,1,9/5/07,-95.767078,44.15457,0.479,0.79
NLA06608-MN:56-0306,1,9/17/07,-95.748497,46.292544,0.561,5.01
NLA06608-MN:61-0037,1,9/25/07,-95.364908,45.490155,0.419,4
NLA06608-MN:74-0023,1,9/12/07,-93.349755,43.891574,0.597,2.96
NLA06608-MN:75-0200,1,9/7/07,-96.074082,45.528235,0.646,0.93
NLA06608-MN:77-0019,1,9/16/07,-94.670256,45.768831,0.347,2.38
NLA06608-MN:87-0030,1,9/8/07,-95.532331,44.684008,0.597,0.84
NLA06608-NELP-0253,1,8/8/07,-68.094876,45.152049,0.214,3.75
NLA06608-NELP-0955,1,8/29/07,-68.856993,46.965959,0.019,0.53
NLA06608-NELP-1041,1,8/1/07,-69.111684,44.36243,0.198,0.05
NLA06608-NELP-1330,1,8/28/07,-68.843,46.9518,0.051,0.66
NLA06608-NELP-2155,1,8/29/07,-68.84294,46.961173,0.039,0.46
NLA06608-NELP-3355,1,8/29/07,-68.853062,46.944789,0.058,0.19
NLA06608-NELP-3586,1,8/30/07,-69.077222,45.752816,0.056,1.72
NLA06608-NH250L,1,7/26/07,-71.127398,43.840363,0.065,0.34
NLA06608-NH4912,1,8/9/07,-72.01599,43.023373,0.038,0.43
NLA06608-NV:2,1,9/21/07,-115.394285,40.592943,0.189,0.71
NLA06608-NV:3,1,9/20/07,-115.087017,41.026475,0.145,0.83
NLA06608-NV:4,1,9/17/07,-115.126627,37.301656,0.429,0.21
NLA06608-OH:19,1,9/6/07,-84.269652,39.707435,0.479,0.19
NLA06608-OH:22,1,9/5/07,-83.032824,40.080755,0.304,1.33
NLA06608-R10BULLTR,1,8/16/07,-115.253959,44.299985,0.007,0.14
NLA06608-R10CAPEHO,1,8/14/07,-115.130707,44.412769,0.106,0.31
NLA06608-R10CHARLT,1,8/8/07,-121.972108,43.7447,0.283,6.65
NLA06608-R10COUNCI,1,8/22/07,-121.629648,46.266753,0.121,1.11
NLA06608-R10DEERLA,1,8/9/07,-121.893625,43.819275,0.185,1.01
